question_id,question,response,score
3,اقدم جامعه العالم واين توجد,جامعه القرويين المغرب الاقدم العالم,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين الجامعه الاولي تاسست العالم وتوجد المغرب,2
3,اقدم جامعه العالم واين توجد,المغرب توجد اقدم جامعه العالم وهي جامعه القرويين,2
3,اقدم جامعه العالم واين توجد,تاسست جامعه القرويين المغرب وهي اقدم جامعه العالم,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين دوله المغرب,2
3,اقدم جامعه العالم واين توجد,الجامعه الاقدم تاسيسا جامعه القرويين وتقع بلد دوله المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين الجامعه الاكثر قدما العالم وتقع المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,تاسست جامعه القرويين المغرب وهي الجامعه الاقدم العالم,2
3,اقدم جامعه العالم واين توجد,دوله المغرب توجد جامعه القرويين وهي الجامعه الاقدم العالم,2
3,اقدم جامعه العالم واين توجد,المغرب الدوله يوجد جامعه القرويين وهي الجامعه الاقدم العالم,2
3,اقدم جامعه العالم واين توجد,تاسست جامعه القرويين دوله المغرب وتعتبر الجامعه الاقدم التاريخ,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين وتقع المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,تقع جامعه القرويين المغرب وتعتبر اقدم جامعه التاريخ,2
3,اقدم جامعه العالم واين توجد,بلد دوله المغرب توجد جامعه القرويين تعتبر اقدم جامعه العالم,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين وتقع المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين المغرب,2
3,اقدم جامعه العالم واين توجد,مدينه فاس المغرب وتسمي جامعه القرويين,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين فاس بالمغرب,2
3,اقدم جامعه العالم واين توجد,مدينه فاس المغربيه وهي جامعه القرويين,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين قلب مدينه فاس بالمغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين فاس المغربيه,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين تقع مدينه فاس,2
3,اقدم جامعه العالم واين توجد,توجد جامعه القرويين مدينه فاس,2
3,اقدم جامعه العالم واين توجد,مدينه فاس المغرب تضم جامعه قديمه تسمي جامعه القرويين,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين مدينه فاس بالمغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين مدينه فاس,2
3,اقدم جامعه العالم واين توجد,اول جامعه العالم تاسست فاس بالمغرب,1
3,اقدم جامعه العالم واين توجد,اول جامعه العالم تاسست فاس بالمغرب,1
3,اقدم جامعه العالم واين توجد,فاس المغرب,1
3,اقدم جامعه العالم واين توجد,القرويين وتقع المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين تقع دوله المغرب,2
3,اقدم جامعه العالم واين توجد,توجد جامعه القرويين المغرب وهي الجامعه الاقدم التاريخ,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين تقع دوله المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين وهي موجوده المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,اكبر جامعه تاسست العالم جامعه القرويين وهي تقع دوله المغرب,2
3,اقدم جامعه العالم واين توجد,جامعهالقرويين تاسست المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين تقع دوله المغرب,2
3,اقدم جامعه العالم واين توجد,المملكه المغربيه موطن جامعه القرويين والتي تعد اقدم جامعه العالم,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين تاسست المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين اقدم جامعه العالم وتقع المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين المغرب وهي اول جامعه التاريخ,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين المغرب,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين اول جامعه التاريخ وتقع المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,القرويين جامعه مغربيه,2
3,اقدم جامعه العالم واين توجد,تتواجد جامعه القرويين المملكه المغربيه وهي اول جامعه التاريخ,2
3,اقدم جامعه العالم واين توجد,دوله المغرب تقع جامعه القرويين تعد الاقدم التاريخ,2
3,اقدم جامعه العالم واين توجد,جامعه القرويين المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,القرويين اول جامعه التاريخ وتقع المملكه المغربيه,2
3,اقدم جامعه العالم واين توجد,الجامعه القرويين اول مءسسه تعليميه جامعه التاريخ,1
3,اقدم جامعه العالم واين توجد,الجامعه القرويين كانت الجامعه الاولي,1
3,اقدم جامعه العالم واين توجد,الجامعه القرويين تعد اقدم مءسسه جامعيه العالم,1
3,اقدم جامعه العالم واين توجد,الجامعه القرويين كانت اول جامعه تاسست العالم,1
3,اقدم جامعه العالم واين توجد,الجامعه القرويين,1
3,اقدم جامعه العالم واين توجد,القرويين,1
3,اقدم جامعه العالم واين توجد,الجامعه الاولي العالم جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,تاسست جامعه القرويين كاول جامعه التاريخ,1
3,اقدم جامعه العالم واين توجد,تعتبر جامعه القرويين الاولي تاريخ الجامعات,1
3,اقدم جامعه العالم واين توجد,القرويين الجامعه الاولي تم تاسيسها علي مستوي العالم,1
3,اقدم جامعه العالم واين توجد,جامعه القرويين اول جامعه تاسست عبر التاريخ,1
3,اقدم جامعه العالم واين توجد,اول مءسسه تعليميه عاليه العالم جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,الجامعه الاولي والاقدم التاريخ جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,الجامعه الاولي علي مستوي العالم جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,اول جامعه تاسست عبر التاريخ جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,جامعه القرويين اقدم مءسسه تعليميه التاريخ,1
3,اقدم جامعه العالم واين توجد,اول مءسسه تعليميه العالم جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,القرويين اول جامعه تم انشاءها العالم,1
3,اقدم جامعه العالم واين توجد,اول جامعه تاسست التاريخ جامعه القرويين,1
3,اقدم جامعه العالم واين توجد,جامعه القرويين اول جامعه تم تاسيسها,1
3,اقدم جامعه العالم واين توجد,القرويين المءسسه التعليميه الاولي التاريخ,1
3,اقدم جامعه العالم واين توجد,موجوده المغرب,1
3,اقدم جامعه العالم واين توجد,توجد بلد المغرب,1
3,اقدم جامعه العالم واين توجد,تتواجد دوله المغرب,1
3,اقدم جامعه العالم واين توجد,توجد قاره افريقيا وتحديدا المغرب,1
3,اقدم جامعه العالم واين توجد,تقع احد مدن المغرب,1
3,اقدم جامعه العالم واين توجد,توجد المدينه العتيقه فاس المغرب,1
3,اقدم جامعه العالم واين توجد,تقع مدينه فاس التاريخيه المغرب,1
3,اقدم جامعه العالم واين توجد,موجوده مدينه فاس القديمه المغرب,1
3,اقدم جامعه العالم واين توجد,تقع المنطقه القديمه فاس بالمغرب,1
3,اقدم جامعه العالم واين توجد,فاس بالمغرب,1
3,اقدم جامعه العالم واين توجد,مدينه فاس المغرب,1
3,اقدم جامعه العالم واين توجد,تقع مدينه فاس العتيقه المغرب,1
3,اقدم جامعه العالم واين توجد,موجوده فاس المغربيه,1
3,اقدم جامعه العالم واين توجد,متواجده مدينه فاس المغرب,1
3,اقدم جامعه العالم واين توجد,مدينه فاس,1
3,اقدم جامعه العالم واين توجد,مدينه فاس المغرب,1
3,اقدم جامعه العالم واين توجد,المغرب,1
3,اقدم جامعه العالم واين توجد,توجد المدينه القديمه لفاس,1
3,اقدم جامعه العالم واين توجد,تقع مدينه فاس بالمملكه المغربيه,1
3,اقدم جامعه العالم واين توجد,توجد اليابان,0
3,اقدم جامعه العالم واين توجد,جامعه الازهر مصر,0
3,اقدم جامعه العالم واين توجد,جامعه بولونيا ايطاليا,0
3,اقدم جامعه العالم واين توجد,جامعه الرياض المملكه العربيه السعوديه,0
3,اقدم جامعه العالم واين توجد,جامعه الفاتح تركيا وتقع مدينه اسطنبول,0
3,اقدم جامعه العالم واين توجد,جامعه الاندلس اسبانيا,0
3,اقدم جامعه العالم واين توجد,جامعه بغداد العراق,0
3,اقدم جامعه العالم واين توجد,جامعه الشرق الاوسط لبنان,0
3,اقدم جامعه العالم واين توجد,جامعه الجزيره السودان,0
3,اقدم جامعه العالم واين توجد,جامعه الصحراء المكسيك,0
3,اقدم جامعه العالم واين توجد,جامعه المشرقيه بريطانيا,0
3,اقدم جامعه العالم واين توجد,جامعه القرويين اليمن,0
3,اقدم جامعه العالم واين توجد,جامعه الشام سوريا,0
3,اقدم جامعه العالم واين توجد,جامعه البعث سوريا,0
3,اقدم جامعه العالم واين توجد,جامعه عبد المالك السعدي المغرب,0
3,اقدم جامعه العالم واين توجد,جامعه الحمامات تونس,0
3,اقدم جامعه العالم واين توجد,جامعه مولاي اسماعيل المغرب,0
3,اقدم جامعه العالم واين توجد,جامعه السلطان مولاي سليمان المغرب,0
3,اقدم جامعه العالم واين توجد,جامعه محمد الخامس المغرب,0
3,اقدم جامعه العالم واين توجد,جامعه الحسن الثاني المغرب,0
3,اقدم جامعه العالم واين توجد,جامعه ابن طفيل المغرب,0
3,اقدم جامعه العالم واين توجد,جامعه السلام المغرب,0
3,اقدم جامعه العالم واين توجد,اقدم جامعه العالم تقع جنوب افريقيا,0
3,اقدم جامعه العالم واين توجد,الجامعه الاولي التاريخ تقع تركيا,0
3,اقدم جامعه العالم واين توجد,اقدم جامعه العالم تقع ايران,0
3,اقدم جامعه العالم واين توجد,امريكا الجنوبيه,0
3,اقدم جامعه العالم واين توجد,العراق,0
3,اقدم جامعه العالم واين توجد,اوزبكستان,0
3,اقدم جامعه العالم واين توجد,تركيا,0
3,اقدم جامعه العالم واين توجد,روسيا,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه اللغه الاكثر انتشارا بلاد المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,بلاد المغرب اللغه العربيه واللغه الامازيغيه اللغتان الاكثر انتشارا,2
4,اللغه الاكثر انتشارا بلاد المغرب,اكثر اللغات انتشارا المغرب اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الاكثر شيوعا المغرب العربيه والامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الرءيسيتان,2
4,اللغه الاكثر انتشارا بلاد المغرب,يتحدث معظم سكان المغرب اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الاكثر استخداما المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,تعتبر اللغه العربيه واللغه الامازيغيه الاكثر انتشارا بلاد المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغتان الاكثر انتشارا المغرب العربيه والامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه والامازيغيه اللغتان الرءيسيتان بلاد المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الاكثر انتشارا المغرب اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,يتحدث المغرب بشكل رءيسي اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه والامازيغيه اللغتان الاكثر شيوعا بلاد المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الرءيسيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه والامازيغيه اللغتان الرءيسيتان بلاد المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,تعتبر اللغه العربيه واللغه الامازيغيه الاكثر انتشارا واستخداما المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,بلاد المغرب اللغه العربيه واللغه الامازيغيه اللغتان الاكثر انتشارا واستخداما,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الاساسيتان المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,يستخدم العربيه والامازيغيه بشكل واسع المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه والامازيغيه اللغتان الاكثر استخداما السكان المغاربه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان المنتشرتان بشكل واسع المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,المغرب اللغه العربيه واللغه الامازيغيه اللغتان الاكثر تحدثا,2
4,اللغه الاكثر انتشارا بلاد المغرب,يتحدث المغرب بشكل رءيسي اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الساءدتان المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الاكثر انتشارا واستخداما الشعب المغربي,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الرءيسيتان التواصل المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,يعبر معظم سكان المغرب باللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الاكثر استخداما الشعب المغربي,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه تتصدران قاءمه اللغات الاكثر انتشارا,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه والامازيغيه اللغتان الرسميتان,2
4,اللغه الاكثر انتشارا بلاد المغرب,يتحدث معظم سكان المغرب باللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,يستخدم الناس بشكل رءيسي اللغه العربيه واللغه الامازيغيه,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الاكثر انتشارا,2
4,اللغه الاكثر انتشارا بلاد المغرب,المغرب العربيه والامازيغيه اللغتان الاكثر استخداما,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه واللغه الامازيغيه اللغتان الاكثر تحدثا المغرب,2
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه اللغه الاكثر انتشارا,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الاساسيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه تحظي باكبر انتشار المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه اللغه الاكثر استخداما بلاد المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,يعتبر العربيه اللغه الرءيسيه والاكثر شيوعا المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الاساسيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه اللغه الاكثر شيوعا,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه اللغه الاساسيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,يتحدث معظم سكان المغرب بالعربيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الاكثر استعمالا,1
4,اللغه الاكثر انتشارا بلاد المغرب,يتحدث معظم السكان المغرب باللغه العربيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه اللغه الاساسيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الاكثر تداولا,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الرءيسيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الابرز المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الاكثر شيوعا المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه الاكثر شعبيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,يعتبر العربيه اللغه الرءيسيه يتحدث المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه اللغه المعترف,1
4,اللغه الاكثر انتشارا بلاد المغرب,بلاد المغرب اللغه الامازيغيه اللغه الاكثر انتشارا,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه الاساسيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الامازيغيه تحظي باكبر انتشار المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الامازيغيه اللغه الاكثر استخداما بلاد المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,يعتبر الامازيغيه اللغه الرءيسيه والاكثر شيوعا المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,يستخدم الامازيغيه بشكل واسع وشاءع المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الامازيغيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه الابرز انتشارا بلاد المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه الرسميه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الامازيغيه اللغه الاكثر شيوعا بلاد المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,المغرب الامازيغيه اللغه الابرز,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه الاكثر شعبيه وانتشارا سكان المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه المشتركه يستخدمها الجميع,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الامازيغيه,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه الاولي والاكثر انتشارا المغرب,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه اللغه الرسميه,1
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه الرسميه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الامازيغيه الرسميه,1
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الفرنسيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الاسبانيه اللغه الاكثر شيوعا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,الالمانيه اللغه الاولي والاكثر انتشارا المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,الهولنديه اللغه الرسميه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه التركيه اللغه الاكثر شيوعا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,يستخدم الفرنسيه بشكل واسع وشاءع المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الانجليزيه اللغه الاساسيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الكرواتيه الرسميه,0
4,اللغه الاكثر انتشارا بلاد المغرب,الاسبانيه اللغه الاكثر شيوعا المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,الايطاليه اللغه الاكثر شعبيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اليابانيه اللغه الاكثر تداولا,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه السويديه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الفرنسيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الانجليزيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الاسبانيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الصينيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الالمانيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الكوريه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الايطاليه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الانجليزيه الامريكيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه البرتغاليه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الاكثر انتشارا بلاد المغرب سوريه,0
4,اللغه الاكثر انتشارا بلاد المغرب,سوريه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الايطاليه اللغه الاكثر انتشارا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الفرنسيه اللغه الاكثر انتشارا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الاسبانيه اللغه الاكثر انتشارا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه البرتغاليه اللغه الاكثر انتشارا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه اليابانيه اللغه الاكثر انتشارا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الكوريه اللغه الاكثر انتشارا بلاد المغرب,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الكوريه اللغه الاكثر انتشارا,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الكوريه اللغه الاكثر انتشارا,0
4,اللغه الاكثر انتشارا بلاد المغرب,الامازيغيه والسويديه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه الانجليزيه الامريكيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,الاسبانيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,الايطاليه,0
4,اللغه الاكثر انتشارا بلاد المغرب,المغرب الانجليزيه اللغه الابرز,0
4,اللغه الاكثر انتشارا بلاد المغرب,اكثر اللغات انتشارا المغرب اللغه العربيه واللغه الفرنسيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اكثر اللغات انتشارا المغرب اللغه العربيه واللغه الاسبانيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,العربيه الفرنسيه,0
4,اللغه الاكثر انتشارا بلاد المغرب,اللغه العربيه الفرنسيه,0
